Reviews,Ratings,Orig_Reviews,no_of_characters,no_of_words,avd_Word_Length,Polarity,Subjectivity
get rs republic day sale,1,I have got it in Rs.12074.00 during republic day sale.,44,10,3.5,0.0,0.0
good small family regular useeasy operation medium noise spinoverall good product samsung,1,"Good for the small family for regular use,Easy operations, Medium Noise while spin.Overall Good product from Samsung",113,17,5.705882352941177,0.2875,0.41923076923076924
star rating productthis mention description anywhere otherwise would consider different product well energy save star rating,4,Its 3 star rating product.This was not mentioned in the description anywhere. Otherwise I would have considered different product with better energy saving star rating.,164,24,5.833333333333333,0.0,0.6
amazon delivery system remain outstanding would much well washing machine atleast clean deal stain tshirt good clean use wash away smell would rate star,4,Amazon delivery system remains outstanding. It would be much better if the washing machine can atleast clean the deal stain on my t-shirt. Not at all a good cleaner. We can only use to wash away smell. I would rate 2 star only for this.,229,44,4.204545454545454,0.42666666666666664,0.615
great washing machine occupy less space less noise overall satisfied,5,"Such a great washing machine. Occupying very less space, less noise, overall we are satisfied 👍",91,15,5.066666666666666,0.19333333333333336,0.37666666666666665
product good conditionno damage work well also package good seal side seal bottom,4,Product is good in condition(no damaged) and working well also but packaging Is not good (seal it from all sides it's not sealed from bottom)...,136,25,4.48,0.7,0.6000000000000001
till one come installation demo create service request cancel samsung brand service support samsung band mean less schedule appointment etc even hrs samsung ready installation demo,1,Till now no one come for installation and demo. Just created service request and then it is cancelled by samsung brand service. No support from Samsung band. Meaning less scheduled appointment etc. Even after 48 hrs samsung is not ready for installation and demo.,256,43,4.953488372093023,-0.09305555555555554,0.41805555555555557
look top loading machine worth front loading bring feel much well,5,If you are looking  for top loading  machine  it is worth  we had front loading  now we brought  this we feel this is much better,129,25,3.96,0.3333333333333333,0.26666666666666666
samsung renowned name actual provide bad service customeri purchase washing machine tuesday day also one come intimation installation demo,1,Samsung is just renowned for name but in actual it is providing worst service to customer.I have purchased washing machine on Tuesday and after 8 days also no one come with intimation for installation or demo.,206,35,4.885714285714286,-0.3499999999999999,0.3833333333333333
happy product post approx month use price wise happy work properly reason buy complaintspackage superb thank seller,5,Happy with product post approx 1 month use .Price wise I am happy and doing the same work properly for the reason I bought :) . So no complaintsPackaging is superb . Thanks to seller,176,31,4.580645161290323,0.6599999999999999,0.8
get machine thorough research bad experience machine keep get stick show balanced load do not deserve two star please buy,2,We got this machine after a thorough research but we are having a very bad experience with it as the machine keeps getting stuck and showing in balanced load. Doesn’t deserve more than two stars. Please do not buy!,210,39,4.410256410256411,-0.6999999999999998,0.6666666666666666
water go machine operate,1,The water is not going out of the machine. Cannot operate it.,59,12,4.0,0.0,0.0
photo speak,1,Photos speak,12,2,5.5,0.0,0.0
value money product,1,Value for money product,23,4,5.0,0.0,0.0
nice cute look noise less runningdurable quality money valuable product thank amazon team product seller,5,"Very very nice and cute look noise less running,durable quality money valuable product thanks for amazon team and this product seller",132,21,5.333333333333333,0.31111111111111117,0.688888888888889
dislike clean basic stain remove poor daily wash clean average stain removal poor rinse spin clean poor,3,Dislike about its cleaning as basic stain removing is very poor. As daily wash cleaning is below average as stain removal is very poor.. It's just rinse and spin but cleaning is very poor..,183,34,4.411764705882353,-0.027777777777777776,0.49166666666666664
good useful product clean well use past couple month problem far delivery installation do professionally,3,Good useful product and it cleans well. Have been using it for the past couple of months and there were no problems so far.  Delivery and installation was done very professionally.,177,31,4.709677419354839,0.21944444444444447,0.4416666666666667
two big dent outer side,5,There are two big dents on outer side.,37,8,3.75,0.0,0.1
samsung washing machine customer friendly serve requirement well water supply n electricity supply erratic able use machine odd,1,This Samsung washing machine is very customer friendly and serves our requirements very well.  Our water supply n electricity supply are erratic.  We're able to use the machine against all odds.,190,31,5.096774193548387,0.23611111111111113,0.4583333333333333
worth money spend easy use clean efficiently love product recommend other well,5,Its worth the money spent. Easy to use. Cleans efficiently. I love the product. Will recommend to others as well.,108,20,4.45,0.29500000000000004,0.5216666666666667
purchase wm father law use automatic machine first time detailed online lecture able run machine,5,"I purchased this WM for my father in law who was using an automatic machine for the first time. After a very detailed online lecture, he is able to run the machine on his own.",172,35,3.942857142857143,0.3833333333333333,0.5694444444444444
kid also operate simple operation good productthank amazon support supply huge discount,5,Kids can also operate such simple operation. Very good product.Thanks to Amazon for support and supply with huge discount.,119,19,5.315789473684211,0.3666666666666667,0.6190476190476191
deliver damage washing machine return,5,Delivered a damage washing machine. Had to return it.,51,9,4.777777777777778,0.0,0.0
noise level zero use product happy rate get washing machine easy use,5,Noise level is zero. After using the product I was happy as in this rate we will not get a washing machine. It is very easy to use.,128,28,3.607142857142857,0.6166666666666667,0.9166666666666667
good washing easy use buy discount due lockdown install that s demerit,1,"Good washing, easy to use.. I bought it for 12900 under discount. Due to lockdown I had to install myself that's the demerit.",114,22,4.181818181818182,0.3361111111111111,0.6027777777777779
one bad product bring till trust you ll regret u buy do nt even think option make lot noise bad product,1,One of the worst product which I brought till now ... trust me you’ll regret once u buy it don’t even think it’s an option .... it makes lots of noise and worst product,158,32,3.90625,-0.6999999999999998,0.6666666666666666
use washing machine month good product low nice vibrationinstallation service goodsatisfie product,5,Using the washing machine for more than a month. good product. Low nice. No vibration.installation service was good.Satisfied with the product.,137,21,5.571428571428571,0.4333333333333333,0.6333333333333334
machine nice do not work normal spin selection need figure overall nice big thank amazon,5,Machine is nice but didn't work for normal spin only selection need to figure it out. Overall nice and big thanks to Amazon,121,23,4.304347826086956,0.27,0.55
good product service doubt samsung unmatched price good work amazon time delivery people family go,5,Good product and service not doubt from Samsung with unmatched price. Good work by Amazon on time delivery. For 4 people in a family that go for it.,144,27,4.333333333333333,0.7,0.6000000000000001
good washing machine hv water connection well semi automatic love good fast wash clean,5,"Very good washing machine if you hv water connection then its better than semi automatic, i love it very good very fast and wash very clean",138,26,4.346153846153846,0.49333333333333335,0.6200000000000001
reason go fridgesmooth functionnoise lessbrand valuegood customer servicebudget friendlyeasy use hassle freemodern elegant lookenergy savingit enough four five member family,5,"Reasons to go for this fridge:Smooth function,Noise less,Brand value,Good customer service,Budget friendly,Easy to use, Hassle freeModern elegant look,Energy savingIt is enough for a four to five member family",201,28,6.214285714285714,0.25,0.75
want fibre body machine none available amzonhad go steel one happyotherwise performance good,4,Wanted a fibre body machine none available in amzon.Had to go for steel one. Not happy.Otherwise the performance is good.,117,20,4.9,0.55,0.5
shift mumbai temporaryand washing machine good budget operation upto satisfaction,4,We had to shift mumbai temporary..and this washing machine is best in budget and does the operation upto satisfaction.,115,19,5.105263157894737,0.7,0.6000000000000001
price seem k less today coupon exchange amount offer prime day disappoint regular benefit well prime make we rethink prime membership,4,"Price seem to be 1k less today (10/04/2021) coupon + exchange amount, than what I was offered on Prime day. Very disappointing as regular benefits are better than prime and makes us rethink about prime membership",196,34,4.735294117647059,-0.08333333333333333,0.07179487179487179
move small city want something sturdy easy operate use month washing machine job perfectly well,5,We just moved to a smaller city so we wanted something that was sturdy and easy to operate. We have been using it for a month or so. The washing machine is doing its job perfectly well 🙏,183,37,3.945945945945946,0.39444444444444443,0.7444444444444445
somany review search various shop price offer amazon well low price good product day day use samsung installation also go well within hourssuperb,5,After somany reviews and  search in various shops price offered by Amazon is the best lowest price of all. A good product for day to day use. Samsung installation also went well within 24 hours.superb,195,34,4.705882352941177,0.2333333333333333,0.46666666666666673
sense water level requirement automatically easy use control,5,Senses water level requirement automatically. Easy to use controls,65,9,6.333333333333333,0.43333333333333335,0.8333333333333334
cheap front load yeah work cleaning would recommend anyone,5,It's cheaper than front load and yeah does the work of cleaning. Would recommend it to anyone.,91,17,4.411764705882353,0.4,0.7
issue come drain line leakage continuously satisfy product washing quality,1,Again and again issues coming. Now drain line leakage continuously. I am not satisfied with the product and washing quality,121,20,5.1,0.0,0.0
product work expacte bad washing machine ever purchase,1,The product is not working as expacted. The worst washing machine I have ever purchased.,86,15,4.8,-0.6999999999999998,0.6666666666666666
good washing machine less noise sturdy good cleaning clothe easy use happy purchase,5,"Very good washing machine. Less noise, sturdy, good cleaning of clothes and easy to use. Happy with the purchase.",108,19,4.7368421052631575,0.49333333333333335,0.62
good automatic machine machine lot feature follow good one time save water saving knot clothe wash low noice need check machine washing machine wash dry one go,5,Best automatic machine. This machine have lots of features but following are best one1- time saving2- water saving3- no knotes of clothes while washing4- very low noice5- no need to check machine again and again during washing. Machine do all wash to dry in one go..,252,46,4.5,0.3333333333333333,0.525
medium could load click everything easy operate wash nicely,5,"The media could not be loaded.
                



 On a click does everything, easy to operate and washes very nicely.",110,18,4.333333333333333,0.5166666666666666,0.9166666666666667
quiet easy use use last week far everything fine samsung showroom assure year warranty,5,"Quiet, easy to use. I am using from last week, so far everything fine. Samsung showroom assured 2 years warranty.",107,19,4.631578947368421,0.19,0.5466666666666666
waste machine please do not buy samsung washing machines good shiping worstcost high please do not money waste,5,This is Very waste machine Please dont Buy (Samsung washing machines are not good). shiping is worstCost is very high. please dont money waste.,138,24,4.791666666666667,0.11499999999999998,0.28500000000000003
cost effective performance almost automatic minimum effort many mode good enough indian need sale service ok staff polite one bed duvet max wash one go,4,"Cost effective and performance. It's almost automatic with a minimum effort. Not many modes, but good enough for indian needs. Sales and service is ok and staff is polite. One 2 bed duvet is max you can wash in one go.",210,40,4.25,0.45999999999999996,0.5800000000000001
quite confused whether buy machine online go wellsuper productgo,5,"Was quite confused whether to buy this machine online or not, but it went well....super product....go for it",99,18,4.555555555555555,-0.4,0.7
able manage add water manuallybucket water think needs tap water supply able manage manual water fill machine quick wash wash min spin dry clothe well overall I m glad purchase,5,"I was able to manage this by adding water manually(bucket water). I thought it needs a tap water supply. But I was able to manage with manual water filling in the machine. Through quick wash, it washes in 10 min and spins and dries clothes better. Overall, I'm glad I purchased this!",271,51,4.313725490196078,0.29444444444444445,0.5583333333333333
dear do not go brand free installation see pic bloody hell brand proper installation break tap,1,Dear all don't go with this brand. This is Free installation you can see in the pics. Bloody hell brand no proper installation and breaked my tap.,142,27,4.296296296296297,-0.13333333333333333,0.6000000000000001
pretty efficient washing clothe even less detergent noise level good pack almost essential feature feature find miss can not set washing machine rinse clothe,1,It's pretty efficient in washing clothes even with less detergent. Noise level is good too. It packs almost all essential features. The only feature that I find missing is that we can't set the washing machine to rinse clothes more than once.,236,42,4.642857142857143,0.19583333333333333,0.4916666666666667
awesome add review use month love machine work noiseeasy operate kg enough people run twice weeksmart sensor technology,5,"AWESOME!!! Adding the review after using it 3 months. Love the machine how it works ,No noiseEasy to operate6.5 Kg is enough for 4 peoples run twice a weekSmart sensors technology",169,29,4.793103448275862,0.5,0.7000000000000001
easy use value money nice good product samsung kg washing machine washing clothe nice,5,Easy to use.  Value for money. Very nice and good product from Samsung. 6.5kg washing machine is washing the clothes very nice.,120,22,4.454545454545454,0.5833333333333333,0.8583333333333334
clean great price reasonable look great great value money,5,Cleaning is great. Price is reasonable. And looks are great. Great value for money,79,14,4.714285714285714,0.5933333333333334,0.7100000000000001
small dent front side really bad experience,5,"There are small dents on front and the sides, really a bad experience for me",75,15,4.066666666666666,-0.4749999999999999,0.5333333333333333
worth money much noise easy use good one opt instead go expensive model serve purposeamazon delivery installation service commendable super fastwriting review month usage,5,"Worth the money. No much noise, easy to use. Best one to opt for instead of going for expensive models which again serves the same purpose.amazon delivery and installation service was commendable and super fast.writing this review after a month of usage.",248,42,4.928571428571429,0.24444444444444444,0.5166666666666667
look ok waste product waste device samsung product deliver dec st till today service give try start sound lik generator please dn buy product,1,"Looks ok but waste product and waste device from samsung, product was delivered on dec 1st and till today the service is not given .I tried starting this in my own and it sounds lik generator. Please dn buy this product",215,41,4.2682926829268295,0.125,0.225
useful compact user friendly washing machine request get good technician assist buy various accessory like hose extension drain line drain cover local plumber lack idea quality item use,1,"Very very useful and compact and user friendly washing machine.  Only request is get a good technician to assist with buying various accessories like hose extension, drain line and drain covers as local plumbers are lacking idea of how why or quality of items to be used...",268,47,4.702127659574468,0.275,0.32
time delivery great product samsung fan electronic household samsung love customer service highly recommend easy use,5,On time delivery. Great product . I am a Samsung fan . All electronics in my household are Samsung and I love their customer service. Highly recommend as its very easy to use,170,31,4.451612903225806,0.47333333333333333,0.6808333333333334
machine work bad product amazon,5,Machine not working worst product by amazon,43,7,5.285714285714286,-0.6999999999999998,0.6666666666666666
two month use observed water leak wash good customer service worst,1,After two months of use. I observed water leak while washing. Not good at all. And customer service is worst,105,20,4.3,-0.15000000000000002,0.8
look good godrej machine still clean cloth well stain remain sure what s issue,3,Looks good.. but my godrej machine still cleans cloths very well.. in this stains remain. Not sure whats the issue,109,20,4.5,0.5222222222222223,0.7296296296296297
company person visit instal washing machine fitting water pipe mean connected water tap find defective please arrange replace pipe use product,5,The company person visited for installing the washing machine and while fitting the water pipe meant to be connected to the water tap has been found defective. Please arrange to replace the pipe so that we can use the product.,224,40,4.625,0.09375,0.59375
product good good power saving also low noise easy use,2,Product was good with good power saving and also low noise and easy to use.,74,15,4.0,0.4583333333333333,0.5833333333333334
company provide short pipeyou force purchase one samsung service manyou option leave,5,Company will provide very short pipe.You will be forced to purchase other one from Samsung service man.You have to no option left,127,22,4.818181818181818,0.0,0.3
warranty service less costly less electronic,4,After warranty services will be less costly as there are less electronics here.,78,13,5.076923076923077,-0.16666666666666666,0.06666666666666667
good product fast deliveryquick installation satisfy,4,Very good product. Fast Delivery.quick installation. Very satisfied,64,8,7.125,0.44999999999999996,0.6000000000000001
buy consumer durable online do not go cheap there ll catch follow tenet product always good,4,"While buying consumer durables online, don't go for cheapest. There'll be a catch. I follow this tenet and the product is always good.",128,23,4.608695652173913,0.55,0.65
buy two samsung washing machine unfortunately one give lot noise function properly also ask dealer get fix still show service repair departmentplease change mashine machine,2,I bought two Samsung washing machine but unfortunately one is giving lot of noise and not functioning properly and also have ask dealer to get fix but still no show from service or repair department.please change the mashine machine.,231,39,4.948717948717949,-0.25,0.55
washing machine perfect house I ve use last monthsservice amazing less noisy power consumption lesseco tub clean function make washing clean comfortablesamsung amazon you re awesome,5,"Washing machine is just so perfect for 3/4 in a house... I've been using this for last 6 months...Service is amazing... Less noisy... Power consumption is less...eco tub clean and other functions makes our washing and cleaning comfortable...Samsung and Amazon, you're awesome...",250,40,5.225,0.45238095238095244,0.6333333333333334
good machine top loading segment extremely easy use that s good part,5,"It's a good machine in top loading segment. Extremely easy to use, that's the best part.",83,16,4.25,0.5833333333333333,0.6333333333333334
receive defected piece give electric shock please return,5,"I have received defected piece, it’s giving electric shocks, please return it",74,12,5.25,0.0,0.0
worth price value moneysimple easy use,1,Worth the price value for moneySimple and easy to use,53,10,4.4,0.3666666666666667,0.4666666666666667
sumsung wechine good inlet outlet give pipe small company ask buy little long pipe,4,"Sumsung wechine is good but inlet and outlet given pipes are very small, company asked to buy for little longer pipes",116,21,4.571428571428571,0.05312499999999999,0.475
damage product outside cover good sell damage product ensure open box video,2,"Damaged product, outside cover is good sold damaged product, be ensure before you open the box with the video.",107,19,4.684210526315789,0.2333333333333333,0.38333333333333336
product good however receive dent product expect amazon,1,The product is good however o received a dented product. Did not expect this from amazon.,87,16,4.5,0.7,0.6000000000000001
damage pice send inner drum side support rod also break do not purchase online heavy product due transport damage request replace let see replace r,1,"Damage pice sent inner drum side support rod also broken don't purchase online heavy products due to transport it will damage, I request to replace let see they replace r not",172,31,4.580645161290323,-0.10833333333333334,0.34722222222222215
wash limited prorgam n time per wash long early washing machine,1,Does the washing limited prorgams n time per wash is longer than my earlier washing machines,92,16,4.8125,-0.007142857142857141,0.280952380952381
samsung installation engineer come install call service centre many time call back receive almost week since delivery response samsung installation even repeat reminder,4,"No Samsung installation engineer is coming to install. Have called service centre many time but no call back received. Been almost a week since delivery, but no response from samsung for installation even after repeated reminders",226,36,5.305555555555555,0.25,0.25
quite good product low price essence simplicity everything get complicated day day something really simple easy use tuff body take less space together value money,2,"Quite a good product in low price. It's essence is simplicity. When everything is getting complicated day by day there is something really simple. Easy to use, tuff body, take less space . All together a value for money .",213,38,4.578947368421052,0.07777777777777778,0.5261904761904762
product design manufacture every indian homeone try product least life time,5,This product has been designed and manufactured for every Indian Home.One should try this product at least once in a life time.,125,22,4.7272727272727275,-0.3,0.4
medium could loaded good washing machine till purchase another one mum purchase cloth dry capacity good guess machine dry clothe upto,5,"The media could not be loaded.
                



 The best washing machine till now. I purchased another one for my mum after the purchase for me. Its cloth drying capacity is the best I guess from the other machines. It dries clothes upto 95%.",232,41,4.2926829268292686,0.31666666666666665,0.6000000000000001
medium could load dent front sheet automatic washing machine body,5,"The media could not be loaded.
                



 Dent on front sheet of automatic washing machine body",98,15,4.6,0.0,0.0
put dirty clothe washing machine let run hour voila clothe still dirty waste money,1,Put dirty clothes in the washing machine let it run for more than an hour and voila your clothes are still dirty. Waste of money.,127,25,4.12,-0.4666666666666666,0.5333333333333333
medium could loaded samsung washing machine good class performance really good,1,"The media could not be loaded.
                



 Samsung washing machine are best in their class. Performance is really good.",119,18,4.833333333333333,0.7,0.6000000000000001
bad product display dimnot able see properly daytimeplease do not take samsung washing machine,1,Worst product... Display is very dim...not able to see properly during daytime...please don't take samsung washing machine.,112,17,5.647058823529412,-0.06666666666666661,0.46388888888888885
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal window,1,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:17Loaded: 17.66%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:17 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.",290,25,10.64,-0.13181818181818183,0.6
one week use wonderful washing experienceeasy use cycle program enough member family thank samsung,5,"After one week use ... Wonderful washing experience..easy to use..6 cycle program , enough for 4 to 5 member family, Thank you samsung..",122,19,5.2631578947368425,0.5,0.75
good product less noice level cleaning cloth well easy operate even aged people,5,Good product. Very less noice level. Cleaning cloths very well. Easy to operate even for aged people.,97,17,4.764705882352941,0.21666666666666667,0.475
good product price good one small family easy move operate,5,Very good product for the price. Good one for a small family. Easy to move and operate.,84,17,4.0,0.3958333333333333,0.6083333333333334
recieve delivery week get majorly damage product request return disappointed get damage product wait week,5,"Recieved delivery after a week. Got majorly damaged product, requested for return. I am disappointed to get a damaged product after waiting for a week.",147,25,4.92,-0.34375,0.625
inlet pipe short must atlease meter recently relative buy washing machine buy inlet pipe outside market worth rs must provide meter pipe washing machine,1,"Inlet pipe too short , it must atlease 2 meters ,Recently me and my relatives bought this 3 washing machine and we bought inlet pipe from outside market worth 400rs . You must provide 2 meters pipe with washing machine",209,35,4.857142857142857,0.075,0.11249999999999999
noise level moderate easy use energy efficiency moderate high take access water wash cloth even water level option except function good thie machine range money thank,3,"Noise level is moderate, easy to use and energy efficiency is moderate to high. This takes access water to wash the cloths  even in ""water level-1 option"". Except that, all functions are good in thie machine in this range of money.  Thank you",233,43,4.395348837209302,0.2586666666666667,0.6746666666666667
lot noise please do not buy,4,A lot of noise... Please don't buy this,35,8,3.5,0.0,0.0
product receive nobody samsung come check installation installation give feedback sir kindly arrange samsung people visit home check product washing machine,4,"Product has been received. But nobody from Samsung has come for checking and installation. After installation only I can give feedback ,sir. Kindly arrange for Samsung people to visit my home for checking the product washing machine",228,37,5.1891891891891895,0.6,0.9
nice machine fit budget work nicely thank amazon thank samsung,1,Nice machine. Fits in budget. Works nicely. Thank you Amazon. Thank you Samsung.,75,13,4.846153846153846,0.5333333333333333,0.7999999999999999
good basic product price pointit solve purpose turbo mode soft closing lidi happy product installation,5,Good basic product at this price point.It solves your purpose. It does not have turbo mode and soft closing lid.I am happy with product and installation,149,26,4.769230769230769,0.4,0.51875
work perfectly noise less vibration good machine worth money go,5,"It does it work perfectly. No noise and less vibration and good Machine. Worth the money, go for it.",96,19,4.105263157894737,0.4583333333333333,0.4416666666666667
product genuine originalinstallation do convenientlythough water connect pipe bit small extension purchase onlinethe price washing machine also genuinegot k,5,Product is genuine and original...installation was done conveniently...though the water connecting pipe is bit small but the extension can be purchased online...the price of the washing machine is also genuine...got it for 13k,212,33,5.454545454545454,0.07500000000000001,0.45
easy use really worthy washing clothe really nicely thank samsung amazon,5,Very easy to use and really worthy.  Washing clothes really nicely. Thanks to Samsung and Amazon,94,16,4.875,0.45555555555555555,0.9444444444444445
bad product samsung bad delivery amazon got break product service person work right please check service area place come,1,Worst product from Samsung & bad delivery from amazon I got a broken product and the service person is not doing there work right please check your service area & place from  where it is coming.,191,34,4.5588235294117645,-0.3714285714285713,0.623015873015873
installation demo samsung call even day instal service poor please do not buy confident installing,1,No installation and demo by Samsung. No calls even after 7 days. Installing service is poor please don’t buy if you are not confident for installing yourself.👎👎👎👎👎👎👎,153,26,4.884615384615385,0.04999999999999999,0.7166666666666667
inlet pipe small increase length cut middle add extra pipe tap distance see picture,4,"The inlet pipe is too small. I had to increase its length by cutting it in the middle and adding an extra pipe to it, as the tap is at a distance. See the picture.",159,35,3.5714285714285716,-0.08333333333333333,0.16666666666666666
washing machine dent low body discover engineer come installation amazon refuse replace item poor state affair customer suffer always,4,The washing machine has a dent on lower body and the same was discovered by the engineer who came for installation. Amazon refuses to replace the item. Poor state of affairs. Customer suffers always.,195,34,4.764705882352941,-0.2,0.44999999999999996
machine damage unable return immediately,1,Machine damaged. Unable to return immediately,44,6,6.5,-0.5,0.5
purchase washing machine month work well person visit installation service nice guy explain we well happy buy product,1,"I have purchased this washing machine 5 month before, as of now it is working very well. A person visited for installation & service was very nice guy and explained us very well. We are very happy to buy this product.",211,39,4.384615384615385,0.7,1.0
day instal machine relieve clothe clean even noise voming machineit easy use even elders house problem use,5,From the day i installed this machine i m relieved because the clothes are cleaner than before and even there is no noise voming out of the machineIt is very easy to use even elders in my house are not having any problem in using it,232,46,4.065217391304348,0.4,0.7666666666666667
video player loadingplay videoplaymutecurrent timedurationloade stream typeliveseek live currently behind liveliveremaine timexplayback ratechapterschaptersdescriptionsdescription selectedcaptionscaption selectedaudio trackdefault selectedfullscreenthis modal windowthe inside washing machine damage various part damage want refund,1,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:09Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:09 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 The inside of the washing machine is damaged. There are various parts which are damaged too. Want a refund.",394,43,8.186046511627907,-0.08787878787878789,0.5666666666666667
do not buy warranty sirf name ki hai bahane bnate hai company wale baad,1,Dont buy it.... warranty sirf name ki hai... bahane bnate hai company wale baad me👎🏻👎🏻,75,15,4.066666666666666,0.0,0.0
failure model do not buy samsung service worst will not come service u call samsung service washing machine worst do nt even care ur product,1,"It's a failure model don't buy, samsung service is worst.. they won't come for service if u call. Samsung service for washing machine is worst they don't even care for ur product ..",171,32,4.34375,-0.7722222222222221,0.7666666666666666
color nice overall performance goodwill recommend other,1,Color was very nice... overall performance good..will recommend this to others,73,11,5.7272727272727275,0.15833333333333333,0.4583333333333333
u do not feet high water tank house work take return u stuck product will not work seat ideal house,5,If u don’t have 20 feet high water tank in your house this will not work. And they will  not take return so u will be stuck with product that wont work but it will seat ideal in your house.,184,39,3.6923076923076925,0.53,0.77
lubrication rod damage order three item amazon samsung washing machine onida tv butterfly grinder damage,5,"Lubrication rod damage. I ordered three items from Amazon . Samsung washing machine, Onida Tv, butterfly grinder. All 03 damage",120,18,5.611111111111111,0.0,0.0
good one grandma use find comfortable machine use early,1,Good one my grandma is using it she found it comfortable than any other machine she used earlier.. 👌,97,18,4.388888888888889,0.4000000000000001,0.5666666666666668
bring use hostel people use regular basis round daily past month work perfectly wellone good washing machine student use hostel,1,"Brought this for use in our hostel.8 people are using it on regular basis with 2-3rounds daily, for past 8 months and is working perfectly well.One of best washing machine for students to use in hostel.",193,35,4.514285714285714,0.20833333333333334,0.38782051282051283
good quality washing machine nice installation servicr buy second time machine work good far dirt stain leave,1,"Good quality washing machine, nice installation servicr. I bought it second time, both machines working good so far. No dirt stains left",132,22,5.045454545454546,0.41999999999999993,0.64
good productwho r luckyvery nice,5,"Good product,,who have this they r lucky...Very nice",47,8,5.0,0.6499999999999999,0.8
good washing machine reasonable priceuse throughout day night issue silent work,5,Good washing machine with reasonable price..Used it for throughout day and night.. no issues.. silent working.👍👍,103,16,5.5,0.3,0.4333333333333334
sorry last time submit wrong feedback small problem machine make noise service engineer rectify problem machine run smoothly thank sorry wrong feedback,4,Sorry. Last time I submitted wrong feedback. Because small problem machine make noise. After service engineer rectified the problem. Now machine running smoothly. Thank you. Once again sorry for the wrong feedback.,207,32,5.5,-0.2642857142857143,0.680952380952381
would give rating dent washing machine I m give performance really good well old whirlpool machine,3,"I would have given 5 * rating but as there is a dent on the washing machine, I'm giving 3*. Over all performance is really good. Better than my old Whirlpool machine.",157,29,4.344827586206897,0.39999999999999997,0.4
even ordinary person use washing machine,5,Even a ordinary person can use this washing machine,51,9,4.777777777777778,-0.25,0.5
much noise washing cycle may machine fault,1,"Too much noise during washing cycle, may be only my machine have some fault.",74,14,4.357142857142857,0.2,0.2
thing do not like machine manually start power cut also resume washing point stop rather start entire washing cycle,4,"Only thing I don't like is, the machine has to be manually started again after power cut and it also does not resume washing from the point it stopped, rather starts with the entire washing cycle again.",198,37,4.378378378378378,0.0,0.625
give review use month nice product performance design time electricity value money delivery time demo expect amazon customer support good overall good experience thank amazon team,5,"Giving review after using 6 months. Nice product with performance, design, time, electricity and value of money. Delivery on time. Demo as expected. Amazon customer support was good. Overall good experience. Thank you Amazon & team.",220,34,5.4411764705882355,0.49999999999999994,0.55
good washing machine person do not purchase home appliance amazon go flipkart bcz delivery man can not take home appliance want ask charge flipkart good thatwashe machine much sensor programm also less button wirk fine,5,Best washing machine for 2-3 person but dont purchase any home appliances from amazon go for flipkart bcz delivery man cant took home appliance as you want and ask for charge so flipkart is best for thatWashing machine has too much sensor programm and also less button wirk fine,275,48,4.729166666666667,0.37,0.39333333333333337
amazon ask reach samsung buying installation do product sit place tired reach amazing,5,"Amazon asks you to reach out to Samsung for buying this, no installation is done while the product sits at my place!!! Tired of reaching out to amazing on this🙏",155,30,4.2,0.10000000000000003,0.8
overall product delivery good except instalation instaltion agent time pass do not matter whether person understand onlinedigital support much impresive good,4,"Overall product , delivery was good , except instalation .Instaltion agents are just doing time pass , the don't matter whether person is understanding or not , but online/digital support is much impresive and very good.",212,32,5.53125,0.39999999999999997,0.35000000000000003
easy use noise level low do nt even realise washing clothe minimum noise good nuclear family two three people,5,"Very easy to use, noise level is low, you don't even realise its washing clothes with such minimum noise, good for a nuclear family of two to three people",150,29,4.206896551724138,0.37777777777777777,0.5777777777777778
washing make clothe old much wear,5,Washing makes clothes old and too much wearing,46,8,4.875,0.15000000000000002,0.2
much noise do not go rating number review machine loud,1,Too much noise. Don't go by ratings & number of reviews.. the machine is too loud.,76,15,4.066666666666666,0.15000000000000002,0.5
inlet hose small also installation guy good demo can not drill necessary fitting require,3,"The inlet hose is very small, also installation guys are good for demo only, they cant do drilling or other necessary fitting if required.",135,24,4.666666666666667,0.2375,0.625
second wash similar model usingno complaint,4,This is second washing with similar model i was using.No complaints.,66,11,5.090909090909091,-0.09999999999999999,0.20000000000000004
delivery good technician collect loot lot money charge free product heavily bad,5,Only delivery is good but technician collects looting lot of money .charging free products heavily. Very bad,106,17,5.294117647058823,0.13333333333333341,0.688888888888889
basic model reasonable price good brand name easy use less functionality complication good go purchase first time want normal machine basic function,1,This is a very basic model with reasonable price and good brand name. It is very easy to use as has less functionality and complication so good for those who are going to purchase for the first time or for those who wants just normal machine with basic functions.,261,49,4.346938775510204,0.25185185185185177,0.4370370370370371
