Reviews,Ratings
Very easy to use and really worthy.  Washing clothes really nicely. Thanks to Samsung and Amazon,5
Worst product from Samsung & bad delivery from amazon I got a broken product and the service person is not doing there work right please check your service area & place from  where it is coming.,1
No installation and demo by Samsung. No calls even after 7 days. Installing service is poor please don’t buy if you are not confident for installing yourself.👎👎👎👎👎👎👎,1
"The inlet pipe is too small. I had to increase its length by cutting it in the middle and adding an extra pipe to it, as the tap is at a distance. See the picture.",4
The washing machine has a dent on lower body and the same was discovered by the engineer who came for installation. Amazon refuses to replace the item. Poor state of affairs. Customer suffers always.,4
Machine damaged. Unable to return immediately,1
"I have purchased this washing machine 5 month before, as of now it is working very well. A person visited for installation & service was very nice guy and explained us very well. We are very happy to buy this product.",1
From the day i installed this machine i m relieved because the clothes are cleaner than before and even there is no noise voming out of the machineIt is very easy to use even elders in my house are not having any problem in using it,5
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:09Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:09 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 The inside of the washing machine is damaged. There are various parts which are damaged too. Want a refund.",1
Dont buy it.... warranty sirf name ki hai... bahane bnate hai company wale baad me👎🏻👎🏻,1
"It's a failure model don't buy, samsung service is worst.. they won't come for service if u call. Samsung service for washing machine is worst they don't even care for ur product ..",1
Color was very nice... overall performance good..will recommend this to others,1
If u don’t have 20 feet high water tank in your house this will not work. And they will  not take return so u will be stuck with product that wont work but it will seat ideal in your house.,5
"Lubrication rod damage. I ordered three items from Amazon . Samsung washing machine, Onida Tv, butterfly grinder. All 03 damage",5
Good one my grandma is using it she found it comfortable than any other machine she used earlier.. 👌,1
"Brought this for use in our hostel.8 people are using it on regular basis with 2-3rounds daily, for past 8 months and is working perfectly well.One of best washing machine for students to use in hostel.",1
"Good quality washing machine, nice installation servicr. I bought it second time, both machines working good so far. No dirt stains left",1
"Good product,,who have this they r lucky...Very nice",5
Good washing machine with reasonable price..Used it for throughout day and night.. no issues.. silent working.👍👍,5
Sorry. Last time I submitted wrong feedback. Because small problem machine make noise. After service engineer rectified the problem. Now machine running smoothly. Thank you. Once again sorry for the wrong feedback.,4
"I would have given 5 * rating but as there is a dent on the washing machine, I'm giving 3*. Over all performance is really good. Better than my old Whirlpool machine.",3
Even a ordinary person can use this washing machine,5
"Too much noise during washing cycle, may be only my machine have some fault.",1
"Only thing I don't like is, the machine has to be manually started again after power cut and it also does not resume washing from the point it stopped, rather starts with the entire washing cycle again.",4
"Giving review after using 6 months. Nice product with performance, design, time, electricity and value of money. Delivery on time. Demo as expected. Amazon customer support was good. Overall good experience. Thank you Amazon & team.",5
Best washing machine for 2-3 person but dont purchase any home appliances from amazon go for flipkart bcz delivery man cant took home appliance as you want and ask for charge so flipkart is best for thatWashing machine has too much sensor programm and also less button wirk fine,5
"Amazon asks you to reach out to Samsung for buying this, no installation is done while the product sits at my place!!! Tired of reaching out to amazing on this🙏",5
"Overall product , delivery was good , except instalation .Instaltion agents are just doing time pass , the don't matter whether person is understanding or not , but online/digital support is much impresive and very good.",4
"Very easy to use, noise level is low, you don't even realise its washing clothes with such minimum noise, good for a nuclear family of two to three people",5
Washing makes clothes old and too much wearing,5
Too much noise. Don't go by ratings & number of reviews.. the machine is too loud.,1
"The inlet hose is very small, also installation guys are good for demo only, they cant do drilling or other necessary fitting if required.",3
This is second washing with similar model i was using.No complaints.,4
Only delivery is good but technician collects looting lot of money .charging free products heavily. Very bad,5
This is a very basic model with reasonable price and good brand name. It is very easy to use as has less functionality and complication so good for those who are going to purchase for the first time or for those who wants just normal machine with basic functions.,1
No-worry washing from day one.  Fully satisfied in all respects and that is why 5 stars.,5
Less power consumption compared to any other machine. Use as we paid for it. Robustly built,5
"Worst Product not working with in a month, Requested Samsung Service center to fix the issues. Worst ever product by Samsung",1
Thank you Amazon for fash delivery. Genuine product. Washing machine works very well with low noise level.,5
Simply superb. It meets our needs. Water costs less. Easy to use. Compact size. Due to its small size it fits easily in the bathroom. The fabric washes very neatly. Power consumption also okay. No significant issues.,5
Excellent product for a family of 4,5
Overall Good appliance.. inlet as well as outlet pipes are short. Need to purchase for outside other wise great buy,5
Overall good product from Samsung. Noise level also not so high. Performance is very good.,5
"Super product .. I did a lot of washing machine search. Finally, Samsung was selected as the best. Correct set for middle class budget like Malanti .. 8 Month works very well. No compliant .. Take it without thinking for sure",5
"My mother is very happy,Go for itQuality & Price is best in the city",5
"The water supply pipe and the drain pipe are very short in length , you might have to order a longer version if you want to adjust your machine in your desired place.",4
It is hope less product and hopeless service. With in a week washing.mavhine got repair and it was not working properly due to no water stopage after washing. Amazon is useless service and it was delivered rejected products by amazon,3
Nice one and it can easily handle the cloths of a family of 6. Washing is quick and easy with it.,5
This machine is good with only issue it lacks heavy washing mode. The time taken for washing is more than most common competitor,3
AFTER LOCK THE MACHINE____OTHER BUTTON STILL WORKS____OTHER THINGS ARE GOOD,4
"Got this under 11 k with exchange, 2nd buy with samsung , reliable and worth the money.",5
Very perfect washing clothesWorth it,5
Model is a value for money product. People who need a ful automatic washing machine below Rs 15000 can go for this. Yes,4
"Easy to use, there is bearable noise but the cleaning is awesome. Good deal at this price range",5
"Nice washing machine at this cost. Very easy to use.. Very quite.. Demo and installation was done in 24 hours.. Nice work by Samsung.. Also delivered within 2 days by amazon.. If you are looking for a good washing machine at this cost, then go for it....",5
Customer care of samsung very poor as no service engineer has come for installation so far. They need to work for the installation as per the request of the customer. No value for customer from Samsung.,5
Very easy to use and decent machine at an affordable price. Does its job nicely. Happy with the purchase.,5
"All good , but not easy to use. Confusing",4
Always samsung product greater than other products,5
Good washing machine based on previous purchased I hv reordered this one,4
Very nice products I am allready 15 years continuesly used samsung washing machine no problem.,5
This was easy to installed and easy to use. I was in dilemma to buy or not to buy this with some negative reviews.but it's working good for me.I we recommend everyone,5
After filling water the drum does not rotate. but makes lot of noise. machine does not work,1
Very good quality washing machine. Affordable price.,5
Machine is easy to use energy efficient noise little bit more,4
Easy to use.. nice cleaning.. I feel little noise but it's ok... Delivery took more time but may be due to I am in village place..  it's not amazon issue but the courier service issue..Overall satisfied with the product ..,4
This product is awesome 👌It can wash and dry your clothes in 30 minutes.,5
"Overall value for money, for single family and working person, till 1 week of usePros_ budget friendly, easy to use, stylish, normal clothes cleans good, all programs for wash are added.Cons_ very short length hose pipe with machine,",4
Very good product . Worth buying it. amazing Amazon. Careless transportation .. product was damaged as shown in the picture. Couldn't replace it as we are having technical issue with the older one.,5
Product delivered in time. Running as desired.Good cost to quality.,5
It’s a good product and it doesn’t have much noise. It is easy to use. I like the monsoon option very much because it helps to get the dress more dry. It’s very useful in rainy season and winter.,4
Poor performance.. as we were expecting quality and performance from a brand like Samsung. Pls improve load efficiency.,5
Good product. Does the job nicely. Very less vibrations. Cleans the clothes very well. Easy to use.,3
"My second purchase for my in-laws. Very nice product, does the job perfectly. Very highly Recommended. Better price and delivery of services by Amazon",5
Worst machine….didn’t used even 2 times and it’s stop working ..the issue I am facing is my machine showing an error as 4C and it is not taking the water from inlet.,4
"Very impressive for working condition, easy to operate, samsung service is also fine.",1
"Low noise level, fairly easy to operate & use and reasonably priced. Installation support is decent",5
I bought it for 12150. After using 10 days I am giving this feedback. No issues found. Happy with the usage. Again after 2 months I will give another review,5
I have been using this product from last 6 months and Fully satisfied.Really value for money,4
Using it for almost two months now without any issues. It's dry and rinses the clothes completely. Very much user friendly. Noise level is very low and low shakes during spin. With this price I am completely satisfied.,5
"I have been using this washing machine for one month. Washing machine is good, worth for money.You can use it for 4-5 family members.",5
Its very noisy and model is old not an updated version that's available in market now . Basic version of automatic washing machine. Looks elegant and designs is good color and drum design is good.,5
I have been using this machine for more than month so far good. I use it twice in a week as per my usage this is a value for money. Noise wise fine it is not unbearable.,5
I am writing this review after using it for 3 months.. the machine is making a lot of noise while spinning. And also getting struck suddenly while spinning,3
Working satisfactorily. Will be delighted if it works satisfactorily for more than 5years,3
"I am writing this review after many months of use, really i can say this is very fantastic product.My full family is using this product.Thanks Amzon.",4
Its not noisy and works silently compared to other Washing Machines I have used. Also wash cycles clean the clothes quite well and much less tangling of clothes. It’s centre jet technology is good. Happy to have it.,1
I gifted this to my Mom it's wonderful,5
Worst for installment process almost i had to wait for more than month & still yet to come then lastly i have to install my washing machine make sure nobody need to be shop online especially electronics things request to all,5
ProsSamsung and it’s SerivceEasy to operateFast deliveryInstallation quickConsNothing as f now,5
"Think 100 times before you buy large appliances online. Local delivery team is not so careful about handling of large appliances, but full marks to Amazon's support, to get me replacement.",2
"Samsung is Dhamal,*Noise level is very low like you can use in hall.*Easy to use for senior citizens also*Metal body*value for money*clean regular clothes perfectly",2
"Damage produced deliveryDant in washing machine,  plz send fresh product",5
Thanks for this great product,1
This is really nice washing machine for a family of 2 or 3. It's been 6 months I find it very effective till date..noise level is medium only...simple to use even for everyon.,1
It is easy to use and has very simple and effective controls....no expertise required..,5
"Been many months since using this product, works very well no issues faced I'm glad I've ordered it",5
Nice workingPower save...Easy to use,5
When you wash clothes getting different color and pieces of clothes going.,3
Very easy to use... for a small family 6.5kg is enough...,3
"no water flow to the machine , no support from amazon or samsung to fix the issue....just speaking to useless robots.....worst experience with Amazon.",5
Does it's job. But sometimes have to run twice to remove stain. May be will have to use the soak option. Not great I say... Spin is slow.,1
Received in totally damaged condition. Opened in front of Samsung engineer.  Totally disappointed,4
"Best option for anyone who doesnot want to spent days researching and comparing.Trusted brand, very good value for money product.",1
"A dent found in the the product and it was all dusted, I had to clean it for taking the picture. But packaging was not damaged that means the seller has provided damaged product. Till now I have not used the product as it is just delivered.. hope so the product work good.",1
"Delivery was too slow just like a 🐌snail, even though the product was good and samsung as always kept it's name.",4
Good product within budget,4
Easy to use within the budget for small family. Go for it without a second thought 💭,5
Excellent product and good value for money. Does the job with ease.,4
Worth for the money and for a 3 member family,5
Easy to carry and light weight too this is the best of all fully automatic product from samsung in this price segment,4
This one is Value for Money. Easy to operate.,4
It's been one of my best purchase.. I work for 12 hours a day and I was using a semi automatice which made me get up everytime to do different tasks but this machine made my work so loght,5
As usual the washing machine was good the best part was the customer care service.. They were humble and easy enough to make us understand how to use it,5
Thrilled with this machine!,5
Like,4
Decent product for the price,5
Not good for daily and hard wash... Please think and en sure your requirement before buying this product... Struggling now because the return period was over...,2
Real we are satisfied this product no sound clean washing worth item,5
"it is cheap compare to other washing machine , only problem with this is some time noise level is very high.",4
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:17Loaded: 17.66%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:17 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 It is showing dc error and not spinning in second day itself. This is very bad. The samsung technician also not responding.",2
Good. Value for money.,5
"Great product, no noise, no shaking, pure automatic, ofcourse, quick installation, you can do it on your own anyways.",5
Suitable for small family but they removed some features which old model used to have but it’s good for daily clothes.,5
I was told tp register the product to activate warranty.I am not able to register on Samsung account.It seems to prioritize mobile phones. Whatever Sr. No I enter is shown as not valid.,5
It is very good washing machine. Would recommend it to everyone,5
Product is really good. But delivery team was very rude. Was not helping at all. Flipkart delivery team was very good,5
Samsung appliances are amazing,5
Using this washing machine for past 1months really valuable for money. On time delivery and installation is done very clearly. So far work superbly. I recommend to my many friends too.,5
the best part is the machine is pretty easy to use...my grandfather easily understood the modes and procedure to wash.thanks to diamond drum so the wash and dry quality is impressive too !,5
Working as displayed,5
I purchased this product for domestic use . The product quality is good. Even noise level are less. Overall excellent product in this price range.,5
"Very easy to operate, easy to clean, no issues during washing",5
"idk how to use it properly,but does the job properly.",5
So user friendly and the brand reliability of samsung. Too good. Must buy for a family of 3-4.,5
The washing machine is working fine and very easy to use.,5
"It works beautifully. Washes clothes superb. Dries them really well. Bought it around a month ago, touchwood so far so good! Also I use surf excel matic with it. I'm really happy with the result.",5
simple and very easy use for families. best quality product at reasonable price,5
"Does the job pretty well, can wash 10 shirts + 5 pants at once very easily",5
Great product and excellent service,5
"Quick, less water consumption and electricity, less noise and addon featuresCons: hot water washing would have been great",4
Dent on front side. Return is initiated. Surprise to know replacement is not feasible and I need to order it again😡😡😡😡😡😡,1
A superb product from Samsung. Easy to use very efficient and gives us happiness,5
"The media could not be loaded.
                



 Samsung 6.5 kg working very good and neat .noise level very low , perfect quality, model diamond drum is very nice ss quality",5
Yes my parents like it very much,5
Perfect fully automatic washing machine for family of 2. Convenient and good value for money.Technician came on time and explained all functions and had me do a test run.,5
Writing the review after three months of usage.it is very much efficient and easy and budget friendly for a family of three people who will use this machine twice or thrice in a week.,4
if you promise installation in 48 hours make sure you deliver on it!!,1
Product is good and upto the mark,4
Super Happy Since Got This Washing Machine. I Have Been Having So Much Comfort. Clothes Are Getting Cleaned Without Me Needing To Make Any Efforts.,5
Thanks to Amazon for timily delivery and Good price.,5
As good as the earlier model I replaced. Samsung is reliable and rarely fails.,5
No one has come to explain the process to start and set up the machine. We are finding difficulty in running the same,3
One of best economic fully automatic washing machines in Top load category.Washing quality better using Amway SA8 liquid laundry detergent. Just using for 2 months and getting satisfactory results.,5
High noise level as I moved from front load to topload. Other than that it's good.,5
Product happy but service guys try to take additional money by forcing other purchases,4
An excellent product,4
Best product across all brands.,5
The best in this topload segment,5
Ease to use,5
"Overall it is really impressive.But with some cons like it take too much water, just to wash 5 t-shirt. Otherwise it is the best deal.",5
Working fine and is a nice machine,5
Good product and better performance.,5
It working nicely. Delegate cleaning and smooth operation. The different mood help to maintain the quality of the clothes and help to opt the best mood for each category.,5
Good and money value product,5
Thanks to Amazon for quick delivery & installation. Very simple operations. Wash quality is good.,4
the only issue till now since I hv bought is noise creation and vibrates too much.,4
"Good,delivery and installation even in the remote village",5
NOW REPLACED WITH NEW SAMSUNG MACHINE WITH MODERN FEATURES AND SEEMS EASY TO USE,4
I used whirlpool and BPL fully automatic washing machine earlier. But this one is best.,5
Ordered - Delivered n installation in day ..Thank you Amazon for the product exchange ease .. got a great deal.As for d machine .. seems great compact will use n updateOverall a great.,5
Washing quality is not as good as my previous Machine had but it's not bad eitherIt takes 35 minutes for 3-4 clothesIt shakes too much sometimes,4
Very poor service from Amazon.Send me defective product also taking long time to replacement. Since I am waiting for replacement.,3
Prefect for mid size family ...just go for it and I beat you ppl gonna like it and feel like value for every penny 👍🏼,1
Not energy efficient.,1
Good,5
Very good product services &Demo very good service thanks to Amazon,2
Overall good product but only quality of inlet pipe should be improved.,4
"Must buy to this washing machineNo noice, clean washing, energy saving in this washing machine. Looking very nice product.",5
Good product only catch is we have to call the company for forst installation.,4
Close your eyes and buy,5
Easy to install and operate. The Samsung service center conceded on time for installation and was gratified with the prevailing execution,5
Makes lod noise. Rest all ok.,4
This is absolutely a washing machine which I wanted..... doesn't make noise while washing clothes.... different washing cycle as per our need and also a child lock,5
"This is easy to use , quite enough for  a 4 memberd family .it has many options ,there are many modes which u can use manually acc to the climate. An excellent product from samsung",4
Ok,4
"Every thing is fine, but people who have kids should be very careful, because there is no child lock for lid, that' the only thing bothering me.",4
"Great buy, easy on pocket, efficient and hassle free operation, installation taken care by Samsung which was good too. Go for it without a doubt",5
Since 2.5 months I am using this Product is good and Working fine.,4
I just love the machine.....it's beautiful and useful as well......it works really well.....no problems no flaws......loved it.,5
One of the best product on Samsung really happy to purchased this new washing machine,5
Good product with friendly options to choose. Easy access panel and good efficiency.,5
"Installed it myself, runs like a charm - wife loves it",5
Cloths are tore after wash. Pathetic service by Samaung even it is under warranty they people are not ready to send engineer to check what is the issue.,4
Value for money....Go for it,2
It's a good machine. Have been using it almost a month worth the money,5
Dents on the washing machine,4
"Shipped in a very good package, no damage or no defect found in the product, overall good performance, user friendly and efficient Washing Machine for affordable price.",4
A very good product.,5
Good economical choice.,5
Overall Good,4
A good purchase.. it cleanes the clothes very well with producing less noise and consumes less electricity too and easy to use too..a worth for money product.,5
Best product,5
"Very satisfied with the product, Looks pretty. Bought for my parents, they are comfortable using it. Did not get any issue so far. Noise level is very low and Energy efficiency is high.",5
Nice machine,4
No installation was done from Samsung even after complaining and requesting.. I had to get my own guy.. Worst customer service ever,4
Best one,5
Just purchased this productEverything  is fineJust one problem the pipe they give is small in lenghth so i have to get a new one,4
Noise level it too low and easy to use,5
Washing machine is working well as expected....one star less for a Dent on the body...as it is s small dent....not proceed for replacement,4
washes well. could be cheaper,4
Easy to use and effective washing.,5
Good performance,5
Good washing machine at affordable price,5
Good product,5
Good quality nice deal,5
Nice product in this cost amezing,4
Very nice product,5
It make lot noise..,2
Efficient product and meets expectations.. it's worth it..,5
Very very low noise levelVery easy to useEnergy efficient,5
This is a really a very good product but only issue that it takes lot of water . Thanks Samsung,4
"I had ordered this washing machine for my mom and she is so happy, it's easy to use and has multiple features.",5
"Really good machine for daily usage. However, the dryer wrinkles the clothes and ironing will be required for daily usage which is not feasible.",4
Good,5
Best in budget.,5
Quality product don't require stand,5
"This product is really value for money.easy to use, compact . I am satisfied with this product.",5
It is good product and help full for usage for every one,5
Excellent washing machine. Minimal noise level and easy to use. Thanks Samsung!!,5
Met our expectations.  Plenty of space. Great features,4
"Easy to use , noise level is very less and it also stays stable while doing the spin ..  great product from samsung. Also it comes with tub cleaning Function..",5
Like,5
Great Working.,4
I love it save delivery and product is good,5
"The media could not be loaded.
                



 Very genuine product",5
Never asked for repair..for any type of servicing..it's good product using from last 6 years,5
"One can buy it ,, it’s good",4
I am using this machine for more than 1month.Best result till date and no maintenance issue.,5
"Excellent product.Low noise, less vibration.Delivery before time by Amazon.Prompt installation service.Machine is working nicely.Just go for it.",5
WE have observed some burning smell for a couple of days while running the machine. So we would like exchange and get a new washing machine.,1
It does not make loud noise at all . It's good for daily wash bt soiled clothes needs to be cleaned us especially collars and cuffs otherswise it's good for all,5
Easy to use,5
"Good working,, awsome noise lavel & automation,, but cloths cleanig is not good,, spotty dirty&dull ,,  not expected ,,overall best product",4
Washing takes almost 1 hr but shows 40 minutesWashing is very goodNoise level is a bit highAuto cut after washingOverall works fine,4
Excellent product by all means.,4
इस्तेमाल में आसान है और पैसे वसूल प्रोडक्ट है। 7 दिन उपयोग करने पर मुझे यह प्राइस के हिसाब से सही अच्छी मशीन लगी।,5
Less noise and power efficient,5
"Good product with good after sales service,  overall happy with this product",5
This washing machine is really what I needed . It’s  super easy to use and very compact  . Perfect for bachelors,5
Like the product. Very easy to use,5
Water inlet pipe and outlet pipe is too small.Small space to put clothes in the tub.Tub looks smaller due to this.No trolley,4
Product is really good but poor service from the home installation team. It's been 2 times I request but they have cancelled the requested. I think it's a crime to get products from Amazon,4
Good working,4
Not good,1
"The media could not be loaded.
                



 I like it very good washer",5
No installation even after 4 days. Got another 48hours time to get service,1
All is well,5
Best washing machine.. Value for Money,5
Sometimes confuses to use,4
Nice product and nice support from Samsung. Product rcvd with minor issue and Samsung took no time to resolve same even in lockdown,5
got damaged product. but its functioning overall.,2
-,2
"Delivered on time and in good condition, no challenges whatsoever with the product for a small family",5
Goodone,5
"Excellent value for money 💰 go for it budget machine for every families ,easy to use & thickness",5
"Product is good in the price range.. machine works fine.  Installation was cool and person is well trained, knowledge and helpful",5
"Received a defected product, the water inlet valve was defected.",1
Good when compared with other brands. Also compact in size and efficient.  Go for it.,5
I’m just getting used to the machine. So far it has been performing very well.,5
Cloths washing,5
Using it from Nov20. Working fine. I have bought in offer of Rs-12141. In this price its really good regards to fully automatic washing machine. Thanks,5
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:16Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:16 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 The product is awesome loved it just need to replace it as it has a dent @amazonsupport",4
The monsoon dryer feature is very good.,4
Good one,5
"so far sooo good , serves the purpose",5
Easy to use,5
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:13Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:13 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 It is good. Worth it. You can go for it.",5
Very nice,5
Best washing machine at this price range. Its more than sufficient for family of 4 people. I will give it 4.5*/5 overall.,5
"The best Washing machine with reasonable price, the working of the machine is superb. Less price me best quality product. Easily affordable.",4
"No hassle, you won't even know, and your clothes will be washed....very nice product!",4
It's easy and simple..... just go for it...😉,5
"It’s very useful...Once installed properly , working amazing ...Noise littleVibrating littleI buy 13999 RS",4
Samsung will surely assures Efficiency time & money go for it without a second thought 👍,4
Very good and even more than that. Don't read the other reviews just buy it. Motor is powerful. Capacity is good. Go for it. Thank you Amazon,4
Value for money 🙏,4
Product received in damage conditionProduct in open box delivery and by mistake not check properly but Amazon not support the product replacement,1
Thank u amazon....The product is very nice Easy to use value for money..... Faster delevary and next day installation....,1
Got defected one . The washing tub is dislocated and touching the sides of Washing Mechine . Got defected one,5
Really good washing machine. Simple to use and very effective.,5
With in 2 -3 days service conducted,1
"washing machine is good. no complaint.but installation guy was very rude, don't send him next time.",1
"Simple to use,  washes well. Easy to maintain. Good support",5
"Low noise, simple key pad, user friendly. Good wash results.",4
It is a good buy. Installation was also initiated by amazon. I recommend.,5
Liked for noise level,5
Serve the purpose,4
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:14Loaded: 0%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:14 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 The machine is very easy to use, with less noise, the product is exactly as described also received on time",5
We have used it. three or four times after purchase and it functions well till date let's hope the best for coming times also,5
Good,5
"Excellent product. Value for money. Low noise,  easy operation.",5
"Very nice,and very useful",5
"Best machine in this budget. Super fast service and truly value for money. I saw the reviews before buying it and I'm feeling happy now to write one. It's a great buy, go for it.",5
I am using this product almost 6 months and writing this review. This works very well and easy to use.,5
Works as good as a front loader.,5
less noise and good features.overall good washing machine,5
Received damaged product for 2 times. Refund initiated. It took around 1 month for entire process.,1
The machine is easy to use. Just that the indicating light is too small or diminished that one cannot see the light if there is too much light in the surrounding.,1
"The machine is too noisy , it seems like a bandbaja",5
Awesome product.... really I loved it...my husband approached about this product...it was really awesome. Again I have purchased for my mom too.,1
Very nice product and easy to use.,5
water outlet is leak . no value for money service is to bad . they are asking money for repairing in second week only . so please don't by it .,5
No dislikes only likes. Good and easy to use,1
Very Good,5
Like as top loader due to no need spine bent,5
"Would have added more features like hot water,, bubble technology for this price...",5
One of the value for money product. Serves the purpose. Sufficient for a 2-3 member family,5
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:11Loaded: 27.30%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:11 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 Defect piece sent by amazonSide are damaged in package",1
It is the very worthy for Middle Class Families.,1
"I served all my washing needs of my home.  Value for money, in hectic life samsung products made our life simple.. thakyou samsung",5
Highly satisfied with the purchase.,5
Nice washing machine buy it without any worries,4
My Budget level Given Best Performance of this,5
Good performance as of now. BTW good product. #samsung,5
Overall good washing machine. Serves the purpose well.,4
Good product removes dirt nicely waiting for to check energy efficiency it's only 3 star so not much of expectation from that side,4
Best in segment,5
Overall Good. As expected,4
Fully waste,1
Best value for money product from Samsung.,5
"Amazing product , easy to use... Expect delivery service....Clean wash....One most imp point...Dont keep machine in bathroom due to moisture issue...",5
Good,5
"Power efficient, gentle on clothes .. but only single rinse programming.",4
"The media could not be loaded.
                



 Love this product using it.",4
Low noise level.Very Easy to operate.And very energy efficient.👍👍,4
Perfect washing machine for the 5-6 people’s family.,5
Best Washing machine at this price value and best brand SAMSUNG.Good experience.,4
Nice for daily use,5
It doesn't clean the cloth property,1
"Inlet valve is defective, detected after installation,not corrected even after 1 week of complaining... very poor service.",1
"Honestly, I like the product and the machine is well enough for a family of three.",5
Best washing machine in low price....Easy washing .... didn't make noise....Best washing experience....,5
I am very impresed by this product... It is really good. It is very easy to use. So I totally sughest all this product.,5
Value for money.great product in segment.very less noise. Go for buy,5
Easy to use .a good quality washing machine.,5
Front damaged,4
Good product and service is also good,4
Very useful and handy product. Price worthy.,5
It is very nice washing machine for all family members. Very useful and real value of money. I am very happy to this machine.,5
Nice washing machine. Low noise level. And quick washing.,5
Noise sound is the main reason and take more water,4
Good,5
It is a worth buy. Low noise level. Extremely easy to use. And getting clean clothes is a Breeze job !!!,5
Not suitable for bore water( stains won't remove).if we use mineral water or manjeera water then it cleans perfectly,3
Loved the deal,5
Nice delivery Nice price Delivery within 3days of Order,4
Drum not working and very poor service for replacement,1
"It would have been better, if the power cable was one or two metres longer. My earlier Samsung 6 kg silver nano washing machine had longer power cable.",4
This was worst washing machine that I purchased because of it's not working properly  but amazon is still very good,4
It very sufficient for 3 family members.Samsung installation services is too good.,2
Used it for a week now. Easy to use. No problems. The inlet pipe was very short and I had to buy an extra 2 meter long pipe from outside.,5
"Machine make too much noise,whet it spin and vibrate it very much, when it vibrate, we can't hold machine it's so horrible,",4
No noise and power saving washing machine,1
"Its a very compact, easy to use and smart machine. Design, working process good but I disappointed with a little daint on machine when open carton.",1
carefull while adding cloths that leave colors,4
good,5
"no noise at all, very easy to use and the best product at best price one could ever have. Energy efficient, bestest best.",5
"If you want to waste your money than you can purchase this product,not happy with amazon's service also.",1
The product was damaged and previously used. There was water in tank and scratches on top.,1
"Overall , it's a great product, backed by Samsung's service. We are very happy with it.",1
"Simple to install, simple to use, great results, value for money",5
The product is too small for domestic use of a standard family. I would like to return the product immediately.,5
"Amazon denied to replace washing machine even if the same was damaged.Worst experience, not appreciated..",5
Noise level is low,3
Good product for the priceBut one can hear noise while it's on and vibration are there,1
"Best budget machine for batchlor and family for 2-3members, this was my 2nd order of same machine, i recommend to other in budge products",4
"Nice product, value for money.",5
Very good n easy to operate,5
Nice washing machine easy to use automatic washing machine,5
,5
"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:21Loaded: 14.30%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:21 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


 No noise level my washing machine andEnergy efficiency very fast also easy to useing.",5
"Accessories need to buy separately, stand cover, tap connector.",5
Nice,5
Perfect washing machine in its category,4
Nuce,5
great,5
Defective item sent. Replaced but no intimation for installation. Have to close Amazon account.,1
Its been around 3 months now with the machine .No compromise on the quality from the showroom one .Works perfectly .,5
Very good machine in washing .I will recommend to others to once use,4
High standard product,5
Ultimately must buy this,5
Looks good,5
"I like the way easy to use, and value for money",5
Excellent,4
This is good u can go for it.,4
Please do not buy this machine. It’s making horrible noise during spin which is un controllable.,1
Ausome product. A must buy for a small family. Excellent wash quality with almost zero noise.,5
Not a good product. The clothes are not getting cleaned. Even the service providers came late and not able to resolve the problem,1
I was not expecting much but now after the 1st use of this machine I am satisfied.,4
Excellent Product. Fit and Finish very good. Quick Delivery by Amazon.,4
"Product is very nice ,noice of this product very low,or operate to easy ,energy efficiency is low",5
Nice,5
Excellent,5
"Functions not working correctly, not completing wash in time, gets stuck for hrs, sometimes jump from 20 mins to 4 mins suddenly...",5
The outgoing pipe doesn’t fit well. Otherwise a very good product,1
